left_dataset,right_dataset,confidence_score
20985,86443,1.0
20988,70633,0.8426380166310861
21006,40393,0.9844195872666252
21028,71441,0.8449688754855811
21036,2691,0.9836905097156635
21067,50529,0.8300721313105127
21072,36977,0.9029020679218269
21072,36976,0.9029020679218269
21105,84068,0.8218923331254104
21130,2413,0.8124120314851978
21133,83187,0.8243499886515939
21155,73193,0.8574370185819353
21190,12310,0.8181164783018081
21240,90791,0.8385724861863152
21287,34271,0.8604184500250993
21303,50430,0.8795861114039615
21337,82646,0.9309064375112814
21372,82376,0.8870048550697615
21372,82634,0.8470385000571111
21385,60913,0.8153088062694526
21391,62977,0.8173146284921918
21415,85047,0.8512159886988246
21419,72445,0.9445595235266254
21419,76315,0.8562521238650654
21421,30460,0.848464866705711
21422,8975,0.8239469817980394
21485,61924,0.8774584958466726
21485,56834,0.8325599515999174
21502,77793,0.8793173841813094
21507,28265,0.8319410943928613
21509,23013,0.8513916996191462
21509,7467,0.8094377373171351
21529,2565,0.8241356818399358
21552,62753,0.8869664533546472
21583,27244,0.8731738186491632
21583,27243,0.8731738186491632
21598,45832,0.8542661262247667
21598,42760,0.8542661262247667
21605,50364,0.8346509953738225
21605,40904,0.8122334660688134
21619,62073,0.8114888573836383
21625,22289,0.813893734528725
21733,9674,0.8013495296741702
21738,52573,0.9146827744853917
21738,52574,0.8954052272119616
21768,28367,0.8331109941715898
21768,28366,0.8331109941715898
21804,90913,0.8308531489442098
21845,7807,0.8822087675648326
21876,77162,0.8922822589692395
21898,31002,0.8397938845129943
21929,88939,0.977565355199915
21975,52624,0.8117090276567837
21995,25366,0.8225544000853052
22014,15285,0.8191953174470757
22014,7845,0.8191953174470757
22014,21971,0.8143502474916612
22014,7796,0.8143502474916612
22024,68007,0.8084622019182796
22024,63630,0.8084622019182796
22063,79480,0.9055846679265658
22075,22171,0.8104972222400769
22107,77280,0.8198412611825397
22123,24041,0.9201449187023039
22159,79411,0.9207400752105923
22195,15574,0.8162065756300727
22196,53783,0.909270924569253
22197,75258,0.8730565369489657
22199,8347,0.9317538167735328
22199,8346,0.8264405387237967
22249,47795,0.896976333258107
22249,47794,0.896976333258107
22273,51269,0.8380525455824119
22302,74108,0.8220662318959788
22349,17115,0.8642807221714311
22351,17370,0.8886540848552446
22351,17369,0.8093798669283685
22360,36762,0.8851488055783668
22360,36761,0.8851488055783668
22360,49900,0.8808311963941744
22379,26346,0.8215964390151493
22462,32322,0.8903221384330827
22466,308,0.8973873433530418
22536,28814,0.9206918581443191
22562,12957,0.8110784514656807
22596,63156,0.9074949064365369
22596,63138,0.9074949064365369
22601,74764,0.9041884500477706
22604,2001,0.8581916274692708
22611,18628,0.804818788287179
22660,90369,0.9174262326563345
22660,90368,0.9174262326563345
22661,45832,0.8029774692760616
22661,42760,0.8029774692760616
22673,54466,0.8944173942777126
22687,82521,0.8122919035045804
22696,23222,0.8968930695577109
22700,79666,0.8058197425700202
22708,1891,0.9560349449024386
22708,1992,0.8154816455415635
22758,4538,0.8842596478265679
22761,25836,0.8203326981212534
22774,1639,0.9223163810961372
22774,1638,0.8829843418407904
22798,48407,0.8763071349033055
22801,90604,0.902202080330838
22801,90134,0.8229558269018814
22813,90327,0.9329880108695787
22833,10361,0.8694821959478806
22836,19232,0.9467397520303743
22928,40916,0.8908283479560902
22952,54551,0.8007873677492989
22988,33069,0.8401073568924605
22999,38847,0.9278198421368467
23040,15285,0.8295292720655731
23040,7845,0.8295292720655731
23040,21971,0.8246230827019094
23040,7796,0.8246230827019094
23090,75137,0.8369116087850441
23128,28538,0.9101841489154048
23129,27148,0.8837666057183371
23157,2015,0.8137504366363064
23159,72313,0.9685142670612366
23181,51132,0.9037222265683538
23211,35755,0.8082579860476221
23225,23848,0.8243623949328517
23226,9148,0.9566201293947371
23226,1095,0.8425575646894972
23247,76129,0.8468368312179807
23247,76128,0.8468368312179807
23249,76686,0.8333733756580711
23265,7859,0.9447574978567485
23266,1597,0.8535705485275158
23293,35198,0.8523000472510802
23293,34770,0.8005952335859003
23300,2192,0.8026927662111683
23332,27337,0.8501649571849866
23332,27336,0.8501649571849866
23353,65823,1.0000000000000002
23355,35882,0.8805791772893251
23357,39739,0.8087810319198362
23383,62882,0.8159155479072165
23422,62517,0.8561491083508441
23483,79523,0.9383385782159336
23483,76526,0.8827937002733716
23485,8707,0.8910205860439102
23554,77719,0.9999999999999999
23554,77718,0.9151168619947903
23594,26453,0.8281610344384126
23605,30460,0.8768223832201543
23628,29708,0.8269297763166871
23629,54075,0.837865211626419
23642,6457,0.8691362986431455
23642,6456,0.8691362986431455
23649,80501,0.8224382711304613
23772,7071,0.8506879570205061
23787,19712,0.9964111425872738
23793,88184,0.8317947532441923
23800,22985,0.8988416257750796
23821,35636,0.8178336431863059
23821,35574,0.8178336431863059
23844,17050,0.9424306464216468
23844,12037,0.9424306464216468
23845,48142,0.8182966892010602
23882,3866,0.9236129466637474
23894,31053,0.9247346578919038
23907,82561,0.8434010178418149
23907,82560,0.8434010178418149
23925,32959,0.8190037060105357
23994,85594,0.8769393012031755
23996,81025,0.8847260659178023
24028,17167,0.8874814962587272
24028,6450,0.829974584677351
24054,78876,0.8353893762845745
24117,21014,0.9999999999999999
24181,49804,0.8011889217096817
24195,34845,0.9556604043860369
24204,61542,0.8012206417104206
24230,24585,0.9876016509764041
24230,2552,0.916889306719754
24230,11305,0.9057594794196946
24254,38197,0.8017881237305231
24269,18628,0.8953088573941698
24269,5990,0.8555619742683236
24269,11087,0.805893788431939
24271,7895,0.9406245845823832
24272,48895,0.8728154791315936
24282,34435,0.9344102441783328
24303,21103,0.8145915022416177
24414,68228,0.8293989295237648
24414,68227,0.8293989295237648
24434,16939,0.862109720913855
24436,2670,0.802999176886089
24441,89640,0.9219725627843158
24444,58440,0.8195506138015946
24455,45794,0.8359561384562826
24455,45793,0.8359561384562826
24462,43945,0.8415477103845123
24502,90889,0.8879800768947943
24567,73037,0.8074840237843703
24578,16038,0.8711498471990331
24595,46292,0.83045124239094
24624,12825,0.9445733394063467
24657,14115,0.857571239739606
24691,43899,0.9020496893484581
24691,43833,0.8963657437312562
24694,89932,0.8357674966248563
24706,34281,0.8896939242824761
24783,31776,0.8460187959487048
24795,16939,0.9754950695040132
24813,68537,0.9550528559459092
24840,40317,0.8689125512025756
24869,19886,0.8937846683869455
24874,23366,0.8205078064924355
24886,30153,0.8870582775009209
24901,8743,0.8562351273723626
24901,8742,0.8562351273723626
24928,23133,0.9275531358538873
24942,11136,0.9013685357492696
25007,69682,0.9123784352558096
25016,12033,0.868530054374125
25060,19653,0.8117137875249258
25082,40750,0.877614133366029
25088,3176,0.8496028470646447
25106,17968,0.8017968261553902
25134,84176,0.8790369322361149
25142,67162,0.8283527704109953
25153,61272,0.9258158424409049
25155,86226,0.97039560862356
25155,86225,0.97039560862356
25157,77947,0.8360088366138023
25188,67847,0.8806507635301798
25192,55016,0.8267702770506167
25214,61109,0.820163001350836
25217,6988,0.899782585324249
25251,36169,0.8432556916544596
25262,61238,0.8952005252171096
25278,19298,0.9706469936599151
25278,19297,0.8714707040931586
25296,90226,0.9599711670638701
25323,55840,0.8267800288020215
25373,70286,0.80835917910058
25489,56613,0.8663462723804028
25524,87478,0.8642658307447576
25524,87479,0.8550404101360476
25560,23897,0.8361360097711065
25671,15285,0.9143246968334844
25671,7845,0.9143246968334844
25671,21971,0.9089169912182632
25671,7796,0.9089169912182632
25671,17178,0.86614477050127
25723,19379,0.8558108196655946
25723,20005,0.8176707627304366
25822,81649,0.8380398899791592
25854,20451,0.9660468064134948
25857,67212,0.9493157257586804
25877,18628,0.8352698739000904
25890,25699,0.8269205843039045
25914,85939,0.8418655912121602
25914,85938,0.813968650136491
25918,1811,0.8586027993553624
26006,75630,0.8959648548210865
26009,28133,0.8334261031348699
26009,28056,0.8334261031348699
26032,54404,0.9438305085074057
26044,11468,0.8512494494967687
26075,73988,0.8606933406243247
26094,61183,0.8430829857788914
26143,49140,0.8978579130315384
26204,61074,0.9099235869403504
26218,25284,1.0000000000000002
26229,18523,0.8258402798561544
26240,13427,0.9431917888115451
26262,27450,0.9551363013416342
26275,8246,0.8246463660918731
26280,16183,0.8627770278299166
26295,8964,0.8439968021556278
26323,73689,0.9387016166043205
26335,69554,0.9111847158014903
26335,64240,0.8203544545284089
26381,73777,0.9062837474060512
26431,25317,0.8090646231057544
26569,25211,0.8179024235341549
26578,31036,0.8215456123838216
26580,56055,0.9239767735013017
26602,67981,0.8069219532884859
26602,67980,0.8069219532884859
26672,71769,0.8057065551648791
26686,37529,0.8282883705767945
26713,77611,0.9929813222704503
26713,77610,0.8949501601036004
26717,1404,0.934637744527166
26717,1405,0.8642084687261936
26769,61670,0.8464418538286421
26774,24213,0.85957963386941
26775,16627,0.8886880543342239
26787,12318,0.8994278162851701
26847,66647,0.8157190516156556
26877,15285,0.824947975461118
26877,7845,0.824947975461118
26877,21971,0.8200688818364831
26877,7796,0.8200688818364831
26926,8459,0.9133617422241594
26952,51806,0.8155664032132324
26959,3838,0.8558418006104984
26988,25657,1.0
27017,6200,0.8874768166574726
27023,37139,0.8449297019769256
27032,69592,0.9199216832895353
27032,69591,0.8384030260320711
27074,64624,0.8973702489738629
27094,20010,0.8076890746513217
27121,6055,0.9894093015382787
27121,8407,0.8467149702871885
27152,74782,0.9014899466409289
27157,24326,0.8145156913909596
27220,3824,0.8730686620500577
27268,15285,0.8925497125805609
27268,7845,0.8925497125805609
27268,21971,0.8872707934949211
27268,7796,0.8872707934949211
27268,17178,0.8455172091942913
27288,85286,0.934849413698318
27347,72161,0.9000416076626568
27362,75723,0.814463807392993
27393,69422,0.8107231673972585
27403,72978,0.82446629498584
27420,53950,0.8898988553087339
27454,91671,0.8831456015588026
27457,12094,0.8277635507597869
27490,73512,0.9139063018363015
27505,41493,0.8756756162599478
27520,4017,0.8484787346389518
27534,67006,0.8305197302524004
27598,54002,0.9178155819748434
27599,64382,0.838175249071905
27620,25366,0.8275376865963114
27672,81515,0.9656344206209608
27683,31453,0.8391148507954305
27702,6536,0.8527984488780926
27717,53800,0.8717426822050804
27725,68643,0.9367886485366591
27725,68644,0.8072097332178365
27763,28386,0.8376393472308131
27776,36614,0.867370433586174
27825,87576,0.8561336645231359
27869,60691,0.8393676920735568
27899,14511,0.8653861517040868
27917,65159,0.8700406149416089
27920,57534,0.8031394103803705
27958,22119,0.8033984125052405
28001,67490,0.9143456017277632
28031,26330,0.9999999999999997
28074,23013,0.8619479362472771
28074,7467,0.8194737950972156
28128,32937,0.93475053873957
28128,32936,0.9075878667341146
28161,23669,0.8653779574729354
28171,77712,0.816074576172242
28259,25200,0.843019108461545
28339,30502,0.8696601230673651
28383,50891,0.8263239662883026
28411,23402,0.8227363670538704
28464,10806,0.8031080772329529
28516,26431,0.8722056118453775
28519,69771,0.8095455275251505
28522,84987,0.8540488984978908
28522,85349,0.8239205479969403
28552,18628,0.80950183604896
28561,81490,0.8418171707201392
28576,61411,0.8786428355676069
28585,31414,0.8861306155679955
28658,64356,0.8640705362109292
28669,75773,1.0
28669,75774,0.9098404780058803
28732,4474,0.8033636295564845
28760,72100,0.9803692704649771
28799,53514,0.8781342081732155
28814,39892,0.8137115382019904
28895,56715,1.0000000000000002
28895,56714,0.9331354337169163
28919,75490,0.9474359422453754
28968,75983,0.9518922363675705
28968,75984,0.8893750697791903
28986,6295,0.8846792239652914
28986,15493,0.8798845719299987
29003,22381,0.8408411737410324
29008,20643,0.8848880710897653
29008,20488,0.8300337781818061
29029,71644,0.8016909089748997
29087,81164,0.8998327194022817
29087,84426,0.8616771890006875
29112,66190,0.868260659153178
29131,75147,0.8461715271588474
29144,73499,0.9486705029572005
29144,73498,0.9486705029572005
29147,91035,0.811180076656101
29154,14085,0.8055457404622496
29175,65594,0.842366420307438
29202,32558,0.9572486130067355
29202,32559,0.9075904875397159
29351,2156,0.855040262869977
29351,7498,0.8190963661458487
29468,3840,0.8599948407241322
29490,50758,0.9047306649141549
29491,58997,0.8700738333780453
29528,21238,0.8795533042010788
29546,70751,1.0
29556,18628,0.8384573136656267
29556,5990,0.8012343323703501
29583,77840,0.8248372066580271
29583,77839,0.8248372066580271
29584,56611,0.8052795960793405
29611,15285,0.8365526613047262
29611,7845,0.8365526613047262
29611,21971,0.8316049326262459
29611,7796,0.8316049326262459
29663,23668,0.8115269396315985
29663,22583,0.8115269396315985
29673,86172,0.8793321081800889
29673,85042,0.8329705441460034
29723,53104,0.9009305353456584
29729,19939,0.8309446338244713
29730,33606,0.8524528420529469
29736,7185,0.9363661774628265
29768,6189,0.8040562398805267
29866,23402,0.815918830191229
29869,79699,0.949473315154941
29892,14884,0.8870315946549189
29905,18523,0.907051054519358
29922,35885,0.9032707441527327
29934,41057,0.8516170381781176
29999,89873,0.8264188721735453
30010,64349,0.8436602282981895
30077,42562,0.8092400975013496
30083,70313,0.9180067356545664
30083,70312,0.8292439250027773
30141,15285,0.8032755400310541
30141,7845,0.8032755400310541
30150,18628,0.8885901867600499
30150,5990,0.8491415763634971
30160,22803,0.9033968702910233
30162,47265,0.9281317060528651
30201,82412,0.8742115206582401
30207,10368,0.8300204878165381
30207,10317,0.8186092506086458
30321,31581,0.8464410800848459
30346,58096,0.8862851522973041
30354,66221,0.8033413196450019
30362,2118,0.8491596759778816
30375,42257,0.9536196826592062
30410,32107,0.8044972543716938
30463,7603,0.8262163821502664
30474,53409,0.9267349036754838
30480,50364,1.0
30480,40904,0.9731414334503147
30484,53697,0.8797713814040153
30492,14826,0.8241548445705493
30493,15153,0.907688602702137
30520,1303,0.8131918206920076
30554,63703,0.8670223571221922
30564,11371,0.801782524969844
30565,69923,0.9999999999999998
30621,72809,0.8876463000170794
30688,71300,0.8501002815191523
30723,34133,0.8894359409882789
30727,13265,0.9400182383556516
30727,13264,0.9400182383556516
30773,46783,0.8581571085837203
30864,84713,0.9669642365016047
30893,28790,0.8108828618167524
30921,87071,0.9717017863561259
30973,7101,0.8299843744104187
30981,12897,0.8730903041024778
30996,86512,0.9075286465494231
31075,41068,0.831396917488413
31098,37783,0.8871793991051079
31133,57398,0.811206786030032
31178,9315,0.968540453965734
31178,9314,0.968540453965734
31231,42374,0.9244250891070186
31231,42375,0.8287911779630789
31244,29571,0.8022042539416843
31259,38865,0.9193232546276
31259,40179,0.8320824084220657
31290,65721,0.883025027192165
31292,51260,0.8252867007788602
31292,48256,0.8252867007788602
31298,80429,0.8021152695865227
31299,2437,0.8141802183880334
31300,121,0.9026559196256532
31324,57819,0.8117444279395293
31339,57153,0.9184781155664391
31361,61542,0.8136384571608525
31381,13383,0.8309454927817586
31413,12240,0.9400779178698436
31424,64810,0.889469519230816
31444,23558,0.8043734490751002
31467,64178,0.876117320439431
31507,90444,0.8099804509175276
31512,64460,0.837238138081453
31544,1187,0.9934082488065167
31557,23402,0.8241936145856201
31575,60811,0.945431228436677
31585,83999,0.9285970247842941
31636,5440,1.0
31659,69586,0.8466492311921158
31665,37276,0.8567582343497541
31665,37406,0.8538779126833861
31668,1210,0.8738883203227593
31701,17690,0.8893487098625746
31717,23043,0.8019853699512786
31744,4222,0.8365759806215057
31750,60785,1.0000000000000002
31833,16203,0.8161225959349883
31868,78706,0.9630877322334119
31869,5027,0.9078750971453458
31869,5028,0.8058273310182241
31872,3315,0.8571692622108517
31877,3988,0.801169365742238
31944,17308,0.8330978269438881
31962,25482,0.9227682169964037
31968,69683,0.8350773102630986
32029,12171,0.8370873823388297
32029,7227,0.8370873823388297
32069,67130,0.8973877581175547
32081,76144,0.8692819890647044
32104,33514,0.8151871812400152
32137,85826,0.8042966622160116
32155,52935,0.8425266439149096
32218,30107,0.9053140988565939
32218,29953,0.8283196527599409
32229,67318,0.9999999999999999
32279,88513,0.8438541065808516
32293,22329,0.8033823887703611
32307,44055,0.8339459787454551
32311,85757,0.8574601771912808
32407,3270,0.8387881792202887
32453,76988,0.8700946546142051
32525,84122,0.9130160425223317
32564,4745,0.84948974751181
32564,7794,0.8286624592243652
32602,82047,0.8267404104230495
32609,41974,0.8119493421518668
32612,82012,0.8138409504219873
32612,82011,0.8138409504219873
32634,1607,0.8791144804326326
32680,18628,0.8841978201333003
32680,5990,0.8449442071183966
32743,23341,0.8351950123228091
32743,25988,0.807166198141314
32752,55507,0.8380721831560805
32776,54970,0.9267718178596362
32799,15727,0.8212816197480759
32928,62643,0.8706890657294666
32930,34019,0.9932411342947629
33027,33455,0.8058825924844624
33033,75249,0.8173464547618536
33178,9682,0.8006354863996387
33190,615,0.8264537602649621
33230,4095,0.809433600849897
33326,53379,0.8272983314896883
33350,80051,0.8937950498069593
33426,56795,0.9120952902591939
33453,13860,0.942478506983751
33498,7467,0.8503679928523681
33592,89515,0.8647866432590332
33608,41569,0.8235141089739316
33644,19642,0.8092094413621342
33675,66352,0.84744707926302
33698,22412,0.8005611268837807
33726,56853,0.9454377365956699
33734,13198,0.814734608596819
33746,15107,0.8273117233000745
33746,17651,0.8144498071927465
33747,70579,0.8052890278750291
33780,67847,0.832708996814819
33844,28331,0.853060540947879
33898,23142,1.0
33898,23143,0.9591538598653443
33921,12796,0.846404637453222
33926,48056,0.875949709530855
33930,27374,0.8304290279249544
33931,66612,0.8348444876512323
33986,46687,0.9820104030431733
34018,74922,0.8520415494552342
34069,81219,0.9041782351719035
34132,24361,0.9902993137579686
34144,83415,0.8302926897900742
34163,63332,0.9804862676706823
34163,63335,0.8992515919587577
34207,15811,0.8080886926372732
34207,15810,0.8080886926372732
34237,77941,0.8388366308770587
34244,29224,0.8083957725215152
34274,35076,0.9287134962735571
34274,33333,0.8122508070712916
34419,7161,0.8274929801698905
34479,22384,0.8392149375749732
34566,70836,0.9259026073768394
34585,18628,0.8348463240251407
34586,53232,0.8458507863386667
34620,61120,0.861289914641685
34634,2877,0.953051545529511
34744,31414,0.8146891623871013
34800,31343,0.8894482742661604
34830,89012,0.8222885326240184
34874,38942,0.8287273799610156
34894,62130,0.8079441839922682
34908,89410,0.9079189395137561
34908,89409,0.9079189395137561
35002,25499,0.9086497803940263
35016,8755,0.810086651730274
35047,47838,0.9132802236131637
35094,1773,0.9013979519501597
35292,44092,0.8361545085838262
35307,16338,0.9075694281791217
35307,16337,0.8042138476032623
35321,54796,0.8338616498369309
35349,19902,0.8501838136221003
35377,75319,0.8987132737800807
35386,51243,0.8501247069714073
35386,51190,0.8478887558615585
35389,78498,0.8465939085680586
35389,78825,0.8441057455912664
35390,18628,0.9196826199484893
35390,5990,0.8788536732603511
35390,11087,0.8278333277104982
35397,46687,0.9027007167444524
35423,20059,0.8046270782059334
35469,47343,0.8097592409703583
35496,22119,0.8935314120804926
35501,90078,0.8305521263649125
35509,43322,0.8097371355939362
35509,43321,0.8097371355939362
35516,59434,0.8303890533214725
35529,29612,0.8408275726100108
35547,26106,0.9141672045845699
35553,70014,0.8537278638983121
35565,75258,0.8419909330510782
35578,65230,0.9999999999999998
35578,60682,0.8137392027151773
35593,53011,0.8007715162990969
35599,74501,0.9188120614886721
35606,10859,0.8877260355095961
35651,23952,0.8377537993105233
35674,64476,0.8315453985937283
35689,73426,0.8400568561666015
35690,53747,0.8146439983358383
35728,66971,0.8346122279545671
35755,86644,0.8133487055620143
35757,7875,0.9063122965007184
35785,25528,0.9963934975981256
35840,84525,0.8696931706732378
35857,9674,0.9363878439431219
35870,90727,0.9765123851806428
35870,90728,0.8653648653192347
35901,35137,0.8200334813736875
35901,35454,0.8175765962477572
35906,18628,0.8929624718506771
35906,5990,0.8533197555843401
35906,11087,0.8037817379153489
35908,16676,0.9339661722283521
36060,22183,0.8110384165852074
36107,46687,0.9628364853169818
36130,3845,0.8811756835756055
36132,15285,0.9397174523108822
36132,7845,0.9397174523108822
36132,21971,0.9341595631264579
36132,7796,0.9341595631264579
36132,17178,0.8901994662144395
36132,24397,0.809520619978473
36132,6789,0.803743820607554
36175,12467,0.8442577183205157
36250,62174,0.8632887047376847
36286,18628,0.8205922362187429
36335,54471,0.8842748598095524
36335,51910,0.808018735528765
36361,26992,0.8999605378343984
36403,375,0.8672871775135907
36403,374,0.8672871775135907
36417,59386,1.0
36417,59387,0.9304338328532124
36503,25358,0.899851506633947
36578,63125,0.8480046522686444
36665,57194,0.8784176147375138
36691,90860,0.825479468035854
36702,51153,0.8058376007426273
36741,37803,0.8438153715228502
36809,59434,0.8767381973603586
36885,53622,0.8407051444177257
36885,53621,0.8407051444177257
36898,61617,0.8209731454550249
37014,51260,0.8612551608475921
37014,48256,0.8612551608475921
37044,78485,0.9224252163910469
37044,76069,0.8023420992837
37067,81716,0.8363680395430717
37087,29173,0.8191913753819686
37096,27155,0.8032692832442497
37098,39353,0.9627477205314653
37122,28253,0.8188156408091727
37147,20673,0.8316302577711091
37147,20672,0.8316302577711091
37175,9797,0.8549975911230763
37175,4021,0.8158753733260354
37180,51260,0.8643791531182168
37180,48256,0.8643791531182168
37190,6820,0.827283809577894
37207,46121,0.8007477591967523
37208,42497,0.8006383750030236
37233,88846,0.8437521447085737
37233,88847,0.8122337859185917
37292,61797,0.9071146020399682
37292,60641,0.9031569353838502
37322,86432,0.9999999999999993
37379,76909,0.849478946601228
37386,6333,0.817785853512681
37400,57012,0.8705601531271725
37449,18628,0.8377636980534212
37449,5990,0.8005715095493083
37489,76325,0.8588582614832728
37489,73972,0.8588582614832728
37491,47173,1.0
37560,71430,0.8202089269416161
37590,85021,0.8186732452286792
37607,18628,0.8192141639742553
37652,42935,0.8688412497577267
37791,19440,0.8162914239043346
37856,13549,0.8523651430409531
37856,17035,0.8447254982871596
37856,3130,0.8188108541688123
37859,9481,0.8029298262560892
37869,40356,1.0000000000000002
37869,40357,0.913936077943244
37967,17752,0.991543429806981
37967,17717,0.8574152587322708
37973,12171,0.831180697395016
37973,7227,0.831180697395016
37985,30608,0.8460670972423353
38004,84508,0.9134499275639916
38048,62295,0.8293111457599854
38076,47341,0.8651189945778578
38079,64014,0.8316249785976212
38185,56623,0.8110392382877979
38195,59883,0.8229571441244545
38220,11439,0.8737721887904752
38253,1689,0.8026749773464662
38253,1687,0.8026749773464662
38265,87751,0.8619005775318979
38288,85233,0.8000053959916749
38326,45502,0.8282531006149337
38326,45482,0.8118393561779607
38338,20777,0.8995820403381682
38359,42768,0.8280505897599753
38384,10969,0.8308907310144211
38465,25268,1.0000000000000002
38470,36831,0.848671739998502
38501,75516,0.8111772400287224
38537,41978,1.0
38537,41977,0.8520479213596268
38575,4853,0.9438445715704065
38604,15285,0.8231639950062478
38604,7845,0.8231639950062478
38604,21971,0.8182954526017174
38604,7796,0.8182954526017174
38647,35749,0.8971428198808804
38647,34484,0.8001439934659607
38697,27622,0.9040834736079223
38708,83217,0.9211930263121476
38708,81164,0.8260627590519523
38731,19962,0.8208329896114237
38740,77405,0.8335613033084038
38771,85365,0.8103401037939608
38771,85364,0.8103401037939608
38812,57399,0.8166942953048761
38908,60170,0.948830197736211
38956,18713,0.9000627804480127
38972,25073,0.9639426109376872
39003,25344,0.8037747424828627
39055,67020,0.8551224115343364
39072,45832,0.8542661262247667
39072,42760,0.8542661262247667
39085,47758,0.821446739861655
39106,50364,1.0
39106,40904,0.9731414334503147
39111,81074,0.8121368413294519
39115,69396,0.8622125640257144
39139,74720,0.8696402039825148
39148,77522,0.9076444251414247
39153,6910,0.8989868795120708
39175,49561,0.9369880101889985
39175,44354,0.8731222779733153
39218,22626,0.8526185838832225
39275,91532,0.9142727755164608
39275,82599,0.8825442585008021
39275,91183,0.8643268013046043
39275,91638,0.8167102509718785
39285,1483,0.8771632852069945
39295,81420,0.8169355037698492
39332,51992,0.8318486440108185
39358,1478,0.8179616626609717
39370,72586,0.8180657681531146
39376,78529,1.0
39396,22412,0.8087133703473341
39443,31414,0.8451916587267297
39453,83957,0.8771701990277609
39462,66025,0.8890326660073454
39499,65140,0.9067322752011071
39501,70736,0.8608220088539346
39570,30580,0.8509351156396057
39634,75600,0.9375909478597494
39634,75833,0.8728801371428524
39660,2214,0.8548909260492897
39662,23186,0.8525422727740172
39662,23185,0.8525422727740172
39697,9148,0.9324722385973898
39697,1095,0.8212889467319447
39730,55319,0.9066111627671556
39777,58793,0.9249414165766096
39780,1140,0.8907274768659672
39783,27488,0.805179099740758
39815,73198,0.8562715789811532
39931,51479,0.861078767005802
39946,6538,0.9466015857120975
39946,3633,0.9241966572463612
39966,43785,0.9199405123429784
39971,62733,0.8399647434760922
39971,62794,0.8159122119719037
40078,70061,0.8342170883502873
40078,70058,0.8342170883502873
40084,49781,0.9111626041657938
40088,28338,0.8595195928329864
40151,45832,0.9177032995637545
40151,42760,0.9177032995637545
40260,5577,0.8250142751430795
40263,17215,0.8741904791526439
40275,56613,0.8111837109759463
40280,10462,0.8912572457167541
40321,17959,0.8553420996800837
40340,28522,0.8726319430966727
40340,28572,0.861255362794592
40352,7611,0.994553386322615
40370,24754,0.8107449354646088
40397,44050,0.9623553133760973
40397,44049,0.9623553133760973
40400,81010,0.9054762324943333
40410,74437,0.8233623958335536
40413,16535,0.8847732460065869
40464,82533,0.970060290470204
40464,82534,0.896567968979904
40477,30460,0.8118376141681002
40492,78864,0.8423244255463087
40493,86631,0.8620664327582215
40504,18805,0.8829642598447153
40562,56989,0.8226115868929446
40572,45832,0.9810601646689635
40572,42760,0.9810601646689635
40572,44125,0.8318892374371263
40572,42512,0.811478845483448
40640,55442,0.863404247353578
40716,74916,0.9023231021235467
40722,27989,0.9208162278743742
40723,77667,0.9172702316945203
40724,18628,0.8216801951057281
40739,2444,0.8121025646773251
40810,51896,0.8146427393322176
40810,51895,0.8146427393322176
40840,68053,0.8213171551576077
40886,1225,0.8509880297532647
40888,41985,0.8426194175323037
40893,12467,0.8271451237860348
40894,44583,0.8475189440343422
40905,44816,0.9167431465318087
40907,80031,0.844266417072739
40959,1358,0.8142950455102228
40967,91111,0.8451770741281003
41019,55960,0.8862706718352289
41019,53438,0.8073892455180108
41021,60289,0.8859387921863432
41062,26144,0.8055296660268702
41062,13614,0.8022734563305826
41072,85038,0.9020800023997757
41100,70725,0.8111658081675162
41175,64268,0.8138838234430137
41175,64267,0.8138838234430137
41183,5904,1.0
41207,6810,0.9999999999999998
41207,6809,0.9312968403776003
41221,3307,0.9007333218345237
41238,50740,0.890572558994469
41238,50739,0.890572558994469
41244,12171,0.8177011457392401
41244,7227,0.8177011457392401
41273,31830,0.8423504238137267
41281,67347,0.8181247289011844
41331,14774,0.8515320792958456
41331,23619,0.8446359419021215
41398,50572,0.8471665759219383
41428,19321,0.8465134013021536
41498,33261,0.9486151972635468
41551,60720,0.9053883401178342
41551,60721,0.8938417644376578
41564,13549,0.8363054238672717
41564,17035,0.8288097204164916
41564,3130,0.8033833434573828
41630,18628,0.8885901867600499
41630,5990,0.8491415763634971
41674,7825,0.8003159311930209
41700,91575,0.8612778343514842
41702,22356,0.8682803248514536
41712,11449,0.8442069482915019
41726,78424,0.8378866427499722
41732,59355,0.8861146385748254
41732,59354,0.8861146385748254
41802,32881,0.8910154377244301
41809,57233,0.8865995692000277
41838,10732,0.8150758505696519
41862,88397,0.8747353964731084
41891,34091,0.938868411010318
41891,34090,0.8434945172056247
41894,26144,0.8489611851149435
41894,13614,0.8455294112655979
41971,87474,0.8640077690116824
41978,60406,0.822635485424259
41991,90560,0.8686913501342547
41991,90559,0.8121623463732249
42001,88136,0.910594217849743
42018,37186,0.9407799640375881
42062,73773,0.8606491977536768
42090,77018,0.874702154653334
42144,26346,0.8287320735390128
42179,51260,0.9889602541983475
42179,48256,0.9889602541983475
42269,7574,0.988319974823502
42285,78769,0.8473048732387163
42309,38846,0.9554540032150642
42342,82085,0.8786870187522049
42364,28619,1.0000000000000002
42364,28620,0.8684002781332152
42383,51260,0.8144154547988577
42383,48256,0.8144154547988577
42388,85100,0.9798168346336539
